consumer_id,tradeline_id,subscriber_name,subscriber_code,account_type,opened,closed,credit_limit,high_credit,balance,past_due,payment_status,terms,months_reviewed
C0338,T00991,Bank_113,SUB16192,revolving,2018-12-04,2022-12-03,1000,1000,163.4,0,current,R,82
C0339,T00992,Bank_117,SUB56849,mortgage,2016-01-22,2020-01-21,0,450000,52987.33,500,current,R,117
C0339,T00993,Bank_683,SUB16787,revolving,2022-05-04,2027-05-03,10000,10000,9595.98,500,current,R,41
C0340,T00994,Bank_746,SUB36744,installment,2025-12-01,2030-11-30,0,12000,5014.41,100,current,R,1
C0340,T00995,Bank_709,SUB15670,installment,2023-06-23,2025-06-22,0,18000,5596.12,0,current,R,28
C0340,T00996,Bank_486,SUB28581,mortgage,2022-08-09,2026-08-08,0,450000,362592.09,500,30_days_late,R,38
C0340,T00997,Bank_288,SUB33697,mortgage,2014-02-11,,0,450000,385808.84,750,current,R,140
C0341,T00998,Bank_395,SUB99749,installment,2010-06-08,2013-06-07,0,8000,2146.2,750,current,R,184
C0341,T00999,Bank_420,SUB10800,installment,2020-06-20,2024-06-19,0,12000,1350.4,250,current,R,64
C0342,T01000,Bank_355,SUB61693,revolving,2012-03-10,2015-03-10,1000,1000,179.58,100,current,R,163
C0342,T01001,Bank_574,SUB74835,revolving,2014-11-06,,30000,30000,23039.02,250,current,R,131
C0342,T01002,Bank_275,SUB33716,mortgage,2015-07-25,2020-07-23,0,250000,153196.52,500,current,R,123
C0343,T01003,Bank_729,SUB21014,mortgage,2019-03-22,2021-03-21,0,320000,37551.05,500,current,R,79
C0343,T01004,Bank_414,SUB45290,mortgage,2024-02-02,2025-02-01,0,180000,66373.54,500,current,R,20
C0343,T01005,Bank_908,SUB70456,installment,2025-04-25,2027-04-25,0,12000,3667.93,500,current,R,6
C0343,T01006,Bank_336,SUB74006,installment,2013-06-19,2018-06-18,0,12000,3234.71,250,current,R,148
C0344,T01007,Bank_759,SUB78310,installment,2010-04-07,2012-04-06,0,8000,6871.14,250,current,R,186
C0344,T01008,Bank_591,SUB81212,mortgage,2015-07-02,2020-06-30,0,250000,199900.41,500,current,R,123
C0344,T01009,Bank_808,SUB50072,installment,2025-04-01,2030-03-31,0,12000,3879.97,250,current,R,6
C0344,T01010,Bank_678,SUB24074,mortgage,2023-06-27,2026-06-26,0,250000,120831.42,100,current,R,28
C0345,T01011,Bank_706,SUB62099,installment,2023-11-16,2026-11-15,0,22000,2290.58,750,30_days_late,R,23
C0345,T01012,Bank_540,SUB44339,revolving,2012-05-08,2016-05-07,20000,20000,12008.34,750,current,R,161
C0345,T01013,Bank_691,SUB12223,revolving,2020-01-20,2025-01-18,30000,30000,1663.62,500,current,R,69
C0346,T01014,Bank_274,SUB95269,mortgage,2017-11-23,2018-11-23,0,180000,96964.29,500,30_days_late,R,95
C0346,T01015,Bank_729,SUB70007,mortgage,2019-07-09,2024-07-07,0,320000,196634.58,0,current,R,75
C0346,T01016,Bank_859,SUB24570,installment,2021-08-06,2024-08-05,0,18000,11334.69,250,60_days_late,R,50
C0346,T01017,Bank_980,SUB69225,installment,2011-03-05,2016-03-03,0,8000,6457.61,250,current,R,175
C0347,T01018,Bank_311,SUB65765,installment,2024-01-11,2029-01-09,0,18000,16351.61,500,current,R,21
C0347,T01019,Bank_614,SUB54789,mortgage,2025-03-17,,0,180000,17942.43,100,current,R,7
C0348,T01020,Bank_940,SUB12970,mortgage,2013-02-19,2017-02-18,0,180000,51137.67,0,current,R,152
C0348,T01021,Bank_326,SUB58977,installment,2015-02-15,2016-02-15,0,18000,2914.1,750,current,R,128
C0348,T01022,Bank_784,SUB51735,mortgage,2012-11-27,2017-11-26,0,180000,133985.23,100,current,R,155
C0349,T01023,Bank_978,SUB79813,revolving,2014-11-13,2015-11-13,20000,20000,5029.72,100,current,R,131
C0349,T01024,Bank_435,SUB80125,installment,2014-10-16,2017-10-15,0,8000,2028.92,100,current,R,132
C0350,T01025,Bank_813,SUB79590,installment,2013-01-10,2015-01-10,0,12000,8472.58,100,30_days_late,R,153
C0350,T01026,Bank_314,SUB56298,installment,2025-04-13,2027-04-13,0,8000,1826.81,750,current,R,6
C0351,T01027,Bank_352,SUB21265,installment,2011-12-01,2016-11-29,0,22000,2348.14,500,current,R,166
C0351,T01028,Bank_397,SUB42256,installment,2020-07-27,2025-07-26,0,12000,4353.43,100,current,R,63
C0352,T01029,Bank_531,SUB95217,installment,2011-11-05,2013-11-04,0,22000,4277.73,250,current,R,167
C0352,T01030,Bank_936,SUB99516,installment,2022-07-01,2024-06-30,0,12000,6244.68,500,current,R,39
C0352,T01031,Bank_993,SUB93206,mortgage,2023-02-02,,0,450000,423244.64,250,current,R,32
C0353,T01032,Bank_319,SUB11084,revolving,2023-05-02,,1000,1000,201.35,100,current,R,29
C0353,T01033,Bank_564,SUB25212,revolving,2018-03-16,2022-03-15,20000,20000,17149.36,500,current,R,91
C0353,T01034,Bank_811,SUB96412,mortgage,2017-10-11,2018-10-11,0,450000,257457.33,750,current,R,96
C0354,T01035,Bank_823,SUB41081,installment,2010-10-06,2015-10-05,0,22000,16602.31,500,current,R,180
C0354,T01036,Bank_535,SUB82456,revolving,2020-09-24,,10000,10000,1383.54,250,current,R,61
C0354,T01037,Bank_878,SUB78513,mortgage,2013-02-25,2016-02-25,0,180000,38694.83,0,current,R,152
C0354,T01038,Bank_390,SUB72245,installment,2012-09-16,2016-09-15,0,18000,16979.91,250,current,R,157
C0355,T01039,Bank_945,SUB93481,mortgage,2010-05-04,2011-05-04,0,180000,111200.6,500,current,R,185
C0355,T01040,Bank_169,SUB95879,revolving,2023-01-06,2027-01-05,5000,5000,1369.64,100,30_days_late,R,33
C0355,T01041,Bank_157,SUB74847,installment,2015-04-03,2018-04-02,0,22000,3269.03,500,current,R,126
C0356,T01042,Bank_831,SUB90756,installment,2018-02-19,2021-02-18,0,12000,9918.97,100,current,R,92
C0356,T01043,Bank_499,SUB43522,revolving,2019-02-21,,5000,5000,2711.13,750,current,R,80
C0356,T01044,Bank_810,SUB94631,installment,2023-04-06,2024-04-05,0,18000,14070.83,100,current,R,30
C0356,T01045,Bank_490,SUB38195,mortgage,2016-03-14,2021-03-13,0,180000,9725.07,750,current,R,115
C0357,T01046,Bank_132,SUB87929,mortgage,2025-01-05,2029-01-04,0,250000,18461.73,0,current,R,9
C0357,T01047,Bank_697,SUB14086,installment,2020-04-13,,0,12000,1047.3,750,60_days_late,R,66
C0358,T01048,Bank_572,SUB38336,revolving,2020-08-16,2021-08-16,1000,1000,495.14,100,current,R,62
C0358,T01049,Bank_489,SUB84235,mortgage,2024-02-07,2025-02-06,0,450000,83159.36,250,current,R,20
C0359,T01050,Bank_826,SUB46612,revolving,2025-02-21,2027-02-21,1000,1000,43.95,500,current,R,8
C0359,T01051,Bank_516,SUB17050,mortgage,2023-02-16,2025-02-15,0,180000,85500.46,500,current,R,32
C0360,T01052,Bank_450,SUB33735,revolving,2017-05-10,,2000,2000,732.25,750,current,R,101
C0360,T01053,Bank_585,SUB33631,mortgage,2016-10-09,2018-10-09,0,180000,104401.33,750,current,R,108
C0361,T01054,Bank_576,SUB88994,installment,2010-04-22,2013-04-21,0,8000,1885.31,750,current,R,186
C0361,T01055,Bank_137,SUB27224,installment,2019-12-18,2021-12-17,0,18000,14653.35,500,current,R,70
C0361,T01056,Bank_819,SUB47425,mortgage,2013-02-19,2016-02-19,0,180000,33102.06,750,charged_off,R,152
C0362,T01057,Bank_612,SUB78880,mortgage,2023-05-16,2028-05-14,0,450000,63821.54,100,30_days_late,R,29
C0362,T01058,Bank_212,SUB84958,mortgage,2018-05-15,2023-05-14,0,250000,110197.28,100,60_days_late,R,89
C0362,T01059,Bank_843,SUB79348,revolving,2011-08-10,2016-08-08,1000,1000,439.7,750,current,R,170
C0362,T01060,Bank_375,SUB76828,mortgage,2016-07-20,,0,250000,205065.37,250,current,R,111
C0363,T01061,Bank_251,SUB11275,revolving,2018-08-02,2019-08-02,20000,20000,18936.91,500,current,R,86
C0363,T01062,Bank_313,SUB38548,mortgage,2015-02-06,2019-02-05,0,250000,212892.78,500,current,R,128
C0363,T01063,Bank_707,SUB24579,installment,2010-01-01,2014-12-31,0,12000,9378.58,750,current,R,189
C0364,T01064,Bank_976,SUB22103,revolving,2010-01-17,2015-01-16,1000,1000,262.04,100,current,R,189
C0364,T01065,Bank_695,SUB98244,revolving,2022-10-25,2024-10-24,2000,2000,1356.18,750,current,R,36
C0364,T01066,Bank_987,SUB81776,revolving,2024-12-23,2028-12-22,20000,20000,15667.01,100,60_days_late,R,10
C0364,T01067,Bank_355,SUB66958,revolving,2023-08-09,2024-08-08,1000,1000,904.5,500,current,R,26
C0365,T01068,Bank_668,SUB94641,revolving,2013-12-27,2017-12-26,1000,1000,522.46,100,current,R,142
C0365,T01069,Bank_780,SUB11577,mortgage,2021-12-09,2023-12-09,0,320000,52504.95,500,current,R,46
C0366,T01070,Bank_820,SUB45826,installment,2021-04-11,2024-04-10,0,22000,1072.99,500,current,R,54
C0366,T01071,Bank_823,SUB80657,revolving,2022-07-15,2023-07-15,1000,1000,548.51,100,current,R,39
C0367,T01072,Bank_643,SUB55436,mortgage,2014-03-21,2018-03-20,0,320000,303814.45,750,current,R,139
C0367,T01073,Bank_263,SUB39133,installment,2012-08-09,2014-08-09,0,12000,9336.98,250,current,R,158
C0368,T01074,Bank_439,SUB24048,mortgage,2024-01-01,2025-12-31,0,180000,175102.33,250,current,R,21
C0368,T01075,Bank_118,SUB47599,mortgage,2013-11-14,,0,250000,193712.43,0,current,R,143
C0368,T01076,Bank_230,SUB83604,revolving,2022-02-02,2027-02-01,2000,2000,146.33,100,current,R,44
C0369,T01077,Bank_170,SUB55986,revolving,2014-08-03,2016-08-02,2000,2000,1130.17,0,current,R,134
C0369,T01078,Bank_329,SUB43888,mortgage,2012-03-01,2015-03-01,0,320000,9941.51,750,current,R,163
C0370,T01079,Bank_324,SUB93101,installment,2022-12-02,,0,12000,10536.96,0,current,R,34
C0370,T01080,Bank_861,SUB92040,revolving,2019-07-27,,20000,20000,2091.76,500,current,R,75
C0370,T01081,Bank_519,SUB80091,installment,2016-12-10,2018-12-10,0,12000,4268.8,0,current,R,106
C0371,T01082,Bank_967,SUB64828,installment,2015-06-25,2017-06-24,0,12000,4781.66,0,current,R,124
C0371,T01083,Bank_552,SUB63578,revolving,2022-06-23,2024-06-22,5000,5000,4821.11,0,current,R,40
C0372,T01084,Bank_754,SUB37222,installment,2024-09-28,2029-09-27,0,22000,10304.76,250,current,R,13
C0372,T01085,Bank_228,SUB40840,mortgage,2021-01-02,2022-01-02,0,320000,160183.87,500,60_days_late,R,57
C0372,T01086,Bank_254,SUB21387,installment,2020-05-26,2021-05-26,0,22000,18998.25,250,60_days_late,R,65
C0372,T01087,Bank_509,SUB96497,mortgage,2020-11-14,2025-11-13,0,320000,56666.2,250,current,R,59
C0373,T01088,Bank_182,SUB79624,revolving,2018-05-21,2019-05-21,30000,30000,21055.41,250,current,R,89
C0373,T01089,Bank_984,SUB75888,revolving,2014-08-08,2018-08-07,5000,5000,1181.67,500,current,R,134
C0373,T01090,Bank_986,SUB12396,mortgage,2015-12-03,2018-12-02,0,450000,240915.03,0,current,R,118
C0373,T01091,Bank_867,SUB46564,revolving,2021-02-27,2022-02-27,1000,1000,174.56,500,current,R,56
C0374,T01092,Bank_943,SUB41420,revolving,2015-04-28,2019-04-27,5000,5000,3034.24,0,current,R,126
C0374,T01093,Bank_306,SUB23767,installment,2025-03-04,2030-03-03,0,8000,7743.65,100,charged_off,R,7
C0375,T01094,Bank_586,SUB25306,revolving,2024-09-27,2029-09-26,1000,1000,105.89,100,current,R,13
C0375,T01095,Bank_207,SUB92620,mortgage,2017-02-25,2018-02-25,0,450000,338152.72,100,current,R,104
C0375,T01096,Bank_751,SUB71165,installment,2022-03-25,,0,8000,5703.11,500,current,R,43
C0375,T01097,Bank_123,SUB71937,revolving,2020-06-01,2021-06-01,10000,10000,3470.97,250,current,R,64
C0376,T01098,Bank_128,SUB82420,installment,2024-09-24,2026-09-24,0,8000,5651.65,750,current,R,13
C0376,T01099,Bank_602,SUB25809,revolving,2013-10-16,,2000,2000,1756.01,750,current,R,144
C0377,T01100,Bank_393,SUB81700,installment,2016-08-11,2017-08-11,0,22000,12259.98,100,current,R,110
C0377,T01101,Bank_363,SUB97704,installment,2010-11-24,2013-11-23,0,22000,18753.82,100,current,R,179
C0377,T01102,Bank_908,SUB60390,installment,2019-04-26,2021-04-25,0,12000,2109.34,750,current,R,78
C0377,T01103,Bank_734,SUB25518,installment,2022-09-12,2025-09-11,0,22000,860.78,500,current,R,37
C0378,T01104,Bank_943,SUB29030,revolving,2021-12-24,,1000,1000,328.98,750,30_days_late,R,46
C0378,T01105,Bank_764,SUB78508,revolving,2022-02-01,2023-02-01,2000,2000,738.84,0,60_days_late,R,44
C0379,T01106,Bank_325,SUB13091,mortgage,2015-05-28,2016-05-27,0,250000,143692.95,500,current,R,125
C0379,T01107,Bank_172,SUB59421,revolving,2010-05-04,2015-05-03,1000,1000,323.74,250,current,R,185
C0379,T01108,Bank_729,SUB53253,installment,2025-12-12,2030-12-11,0,18000,7345.96,250,current,R,1
C0380,T01109,Bank_887,SUB30377,revolving,2019-09-03,2022-09-02,1000,1000,865.25,750,current,R,73
C0380,T01110,Bank_984,SUB24570,revolving,2025-09-27,2029-09-26,5000,5000,2367.8,500,current,R,1
C0381,T01111,Bank_449,SUB57484,revolving,2012-08-16,2013-08-16,2000,2000,1177.17,750,current,R,158
C0381,T01112,Bank_851,SUB60246,mortgage,2018-03-13,,0,180000,135347.43,750,current,R,91
C0382,T01113,Bank_552,SUB23336,installment,2014-05-26,2017-05-25,0,22000,16769.23,100,current,R,137
C0382,T01114,Bank_756,SUB40130,installment,2010-08-07,2015-08-06,0,8000,2937.5,750,current,R,182
C0383,T01115,Bank_174,SUB49546,revolving,2011-04-04,2014-04-03,20000,20000,706.16,750,current,R,174
C0383,T01116,Bank_512,SUB29333,revolving,2020-12-15,2024-12-14,2000,2000,1120.24,750,current,R,58
C0383,T01117,Bank_486,SUB99547,revolving,2024-03-18,2027-03-18,10000,10000,4199.55,100,current,R,19
C0384,T01118,Bank_808,SUB28135,mortgage,2014-08-03,,0,250000,231338.99,750,current,R,134
C0384,T01119,Bank_629,SUB78592,installment,2021-10-05,2026-10-04,0,22000,13267.9,100,current,R,48
C0385,T01120,Bank_691,SUB64803,revolving,2017-03-02,2020-03-01,5000,5000,128.93,250,current,R,103
C0385,T01121,Bank_159,SUB72087,installment,2012-06-20,,0,18000,13778.12,500,current,R,160
C0385,T01122,Bank_900,SUB79070,revolving,2024-08-23,2027-08-23,10000,10000,8365.17,100,current,R,14
C0386,T01123,Bank_279,SUB94340,mortgage,2014-03-16,2018-03-15,0,250000,114306.0,100,current,R,139
C0386,T01124,Bank_209,SUB65434,installment,2014-08-04,2015-08-04,0,18000,11613.58,100,60_days_late,R,134
C0386,T01125,Bank_338,SUB14244,mortgage,2015-01-25,2020-01-24,0,320000,41426.96,750,current,R,129
C0387,T01126,Bank_284,SUB64160,revolving,2015-02-27,2020-02-26,2000,2000,1162.27,250,current,R,128
C0387,T01127,Bank_561,SUB70889,installment,2010-02-09,2014-02-08,0,22000,17944.79,100,current,R,188
C0387,T01128,Bank_133,SUB48168,installment,2010-04-26,,0,12000,5373.87,500,current,R,186
C0388,T01129,Bank_983,SUB67746,revolving,2016-04-06,2020-04-05,5000,5000,4500.74,250,current,R,114
C0388,T01130,Bank_874,SUB52611,revolving,2015-10-09,2019-10-08,20000,20000,502.32,100,current,R,120
C0388,T01131,Bank_817,SUB30709,mortgage,2018-01-06,,0,320000,39800.54,250,current,R,93
C0388,T01132,Bank_405,SUB83821,revolving,2025-03-18,,20000,20000,2663.16,500,current,R,7
C0389,T01133,Bank_666,SUB94478,installment,2011-03-27,2015-03-26,0,22000,14081.02,750,current,R,175
C0389,T01134,Bank_102,SUB64879,mortgage,2019-06-07,2022-06-06,0,320000,13586.92,750,current,R,76
C0389,T01135,Bank_962,SUB32512,revolving,2025-06-25,2026-06-25,1000,1000,543.81,100,current,R,4
C0390,T01136,Bank_277,SUB30562,installment,2011-03-06,2014-03-05,0,12000,7378.9,100,current,R,175
C0390,T01137,Bank_924,SUB53435,revolving,2021-04-08,2022-04-08,2000,2000,726.44,500,30_days_late,R,54
C0390,T01138,Bank_514,SUB86139,installment,2021-01-04,2023-01-04,0,18000,6037.53,100,current,R,57
C0390,T01139,Bank_267,SUB87607,revolving,2019-12-26,2021-12-25,2000,2000,1720.28,250,current,R,70
C0391,T01140,Bank_192,SUB31193,mortgage,2014-01-26,2017-01-25,0,250000,34387.72,500,current,R,141
C0391,T01141,Bank_220,SUB28696,installment,2011-08-25,2016-08-23,0,18000,16044.6,250,60_days_late,R,170
C0391,T01142,Bank_493,SUB33888,installment,2017-08-13,2021-08-12,0,18000,10520.61,100,30_days_late,R,98
C0392,T01143,Bank_334,SUB23090,installment,2018-11-03,2022-11-02,0,8000,4660.15,750,current,R,83
C0392,T01144,Bank_205,SUB28594,installment,2025-06-08,2027-06-08,0,18000,8541.26,750,current,R,4
C0392,T01145,Bank_240,SUB45452,revolving,2010-10-14,2012-10-13,1000,1000,568.24,500,current,R,180
C0392,T01146,Bank_314,SUB28294,installment,2011-04-06,2012-04-05,0,12000,10147.89,500,current,R,174
C0393,T01147,Bank_719,SUB26626,mortgage,2013-05-08,2014-05-08,0,450000,218569.45,250,current,R,149
C0393,T01148,Bank_791,SUB52118,revolving,2021-12-24,2023-12-24,1000,1000,501.65,500,current,R,46
C0394,T01149,Bank_303,SUB37390,installment,2013-10-06,2014-10-06,0,22000,10844.52,750,current,R,144
C0394,T01150,Bank_578,SUB81159,installment,2017-03-19,2022-03-18,0,18000,2006.35,100,current,R,103
C0394,T01151,Bank_428,SUB67310,installment,2019-07-09,2024-07-07,0,18000,13064.96,250,60_days_late,R,75
C0394,T01152,Bank_321,SUB93577,mortgage,2025-03-13,2026-03-13,0,320000,128634.44,250,current,R,7
C0395,T01153,Bank_646,SUB34032,mortgage,2021-02-26,2023-02-26,0,250000,46427.24,100,current,R,56
C0395,T01154,Bank_357,SUB33629,revolving,2021-12-26,2025-12-25,5000,5000,2246.67,250,current,R,46
C0395,T01155,Bank_906,SUB11762,revolving,2010-02-28,,2000,2000,1810.35,250,current,R,188
C0396,T01156,Bank_153,SUB86115,revolving,2023-07-06,2027-07-05,2000,2000,827.03,500,current,R,27
C0396,T01157,Bank_878,SUB21062,installment,2021-07-07,2025-07-06,0,8000,304.1,100,current,R,51
C0396,T01158,Bank_706,SUB39123,mortgage,2017-04-12,2022-04-11,0,250000,37272.51,750,current,R,102
C0396,T01159,Bank_509,SUB24535,mortgage,2022-01-23,2023-01-23,0,250000,115736.86,500,current,R,45
C0397,T01160,Bank_686,SUB52672,revolving,2023-01-16,,10000,10000,2901.25,500,current,R,33
C0397,T01161,Bank_310,SUB35982,revolving,2017-08-06,2021-08-05,10000,10000,8131.16,250,current,R,98
C0397,T01162,Bank_304,SUB22994,installment,2023-02-01,2028-01-31,0,18000,12672.89,0,current,R,32
C0397,T01163,Bank_774,SUB60903,installment,2022-06-09,,0,8000,7190.22,250,current,R,40
C0398,T01164,Bank_284,SUB91746,revolving,2021-08-14,,10000,10000,8443.07,500,current,R,50
C0398,T01165,Bank_955,SUB74803,installment,2011-05-14,2015-05-13,0,18000,2089.5,100,charged_off,R,173
C0398,T01166,Bank_179,SUB75039,revolving,2016-03-10,2017-03-10,5000,5000,2789.74,500,current,R,115
C0398,T01167,Bank_111,SUB31693,revolving,2015-04-09,2018-04-08,20000,20000,16219.16,750,current,R,126
C0399,T01168,Bank_628,SUB66868,revolving,2019-09-12,2023-09-11,10000,10000,5570.35,750,current,R,73
C0399,T01169,Bank_374,SUB32856,mortgage,2018-02-21,2019-02-21,0,320000,76176.34,500,current,R,92
C0399,T01170,Bank_179,SUB44321,mortgage,2012-07-24,2015-07-24,0,180000,147927.58,250,current,R,159
C0400,T01171,Bank_568,SUB16714,mortgage,2023-01-10,2027-01-09,0,180000,54334.08,500,current,R,33
C0400,T01172,Bank_234,SUB99055,mortgage,2022-12-13,2026-12-12,0,320000,276266.07,750,current,R,34
C0400,T01173,Bank_864,SUB89813,installment,2022-04-13,2023-04-13,0,18000,15605.59,500,current,R,42
C0400,T01174,Bank_565,SUB95172,mortgage,2011-01-05,2013-01-04,0,180000,5516.87,500,current,R,177
C0401,T01175,Bank_333,SUB42503,installment,2022-01-10,,0,22000,16341.22,500,30_days_late,R,45
C0401,T01176,Bank_514,SUB71735,revolving,2024-05-14,2026-05-14,1000,1000,400.5,250,current,R,17
C0401,T01177,Bank_729,SUB12116,installment,2013-09-05,2015-09-05,0,22000,19191.45,500,current,R,145
C0401,T01178,Bank_869,SUB36902,revolving,2024-09-21,2027-09-21,20000,20000,14990.61,100,current,R,13
C0402,T01179,Bank_752,SUB52290,mortgage,2023-04-10,2025-04-09,0,450000,435561.73,500,current,R,30
C0402,T01180,Bank_883,SUB20190,revolving,2010-11-21,2012-11-20,1000,1000,686.69,750,current,R,179
C0402,T01181,Bank_266,SUB85743,installment,2022-11-24,2026-11-23,0,12000,2392.16,100,current,R,35
C0402,T01182,Bank_680,SUB80321,mortgage,2010-08-07,,0,250000,189017.05,100,current,R,182
C0403,T01183,Bank_942,SUB50365,revolving,2025-02-18,2028-02-18,2000,2000,930.21,100,current,R,8
C0403,T01184,Bank_189,SUB98417,revolving,2018-03-13,2020-03-12,2000,2000,1418.49,250,60_days_late,R,91
C0404,T01185,Bank_489,SUB88487,mortgage,2020-05-22,,0,180000,23118.58,750,current,R,65
C0404,T01186,Bank_378,SUB40408,installment,2015-02-20,2020-02-19,0,12000,262.95,250,60_days_late,R,128
C0405,T01187,Bank_651,SUB24633,mortgage,2018-11-26,2019-11-26,0,250000,192874.4,100,current,R,83
C0405,T01188,Bank_327,SUB98840,revolving,2023-08-17,,10000,10000,6286.57,0,current,R,26
C0405,T01189,Bank_769,SUB76978,revolving,2013-06-21,2014-06-21,10000,10000,6444.72,250,30_days_late,R,148
C0405,T01190,Bank_522,SUB92681,revolving,2012-06-01,2016-05-31,1000,1000,476.92,0,60_days_late,R,160
C0406,T01191,Bank_511,SUB29689,mortgage,2011-08-02,2016-07-31,0,180000,93038.06,100,current,R,170
C0406,T01192,Bank_628,SUB76537,installment,2015-10-14,2018-10-13,0,18000,13359.16,100,current,R,120
C0406,T01193,Bank_706,SUB99839,mortgage,2020-10-06,2024-10-05,0,320000,33684.68,100,current,R,60
C0407,T01194,Bank_345,SUB91906,installment,2022-02-06,2026-02-05,0,12000,419.2,250,current,R,44
C0407,T01195,Bank_433,SUB87969,installment,2013-08-02,2015-08-02,0,12000,7987.41,500,current,R,146
C0408,T01196,Bank_402,SUB96759,mortgage,2015-11-09,2020-11-07,0,450000,397795.79,100,current,R,119
C0408,T01197,Bank_569,SUB57740,revolving,2014-05-06,2017-05-05,10000,10000,5928.04,250,60_days_late,R,137
C0408,T01198,Bank_485,SUB95069,mortgage,2017-01-06,2020-01-06,0,450000,183989.83,100,current,R,105
C0409,T01199,Bank_463,SUB39138,installment,2010-03-25,2014-03-24,0,12000,9968.2,500,current,R,187
C0409,T01200,Bank_994,SUB62442,installment,2023-05-17,2028-05-15,0,18000,13819.12,100,60_days_late,R,29
C0409,T01201,Bank_829,SUB62437,mortgage,2018-09-18,2021-09-17,0,450000,440169.52,500,current,R,85
C0410,T01202,Bank_175,SUB26953,installment,2014-04-05,2015-04-05,0,22000,17479.56,750,current,R,138
C0410,T01203,Bank_637,SUB60718,mortgage,2021-10-10,2025-10-09,0,250000,37373.23,500,current,R,48
C0410,T01204,Bank_682,SUB86468,revolving,2015-03-14,2017-03-13,10000,10000,4202.75,750,60_days_late,R,127
C0411,T01205,Bank_869,SUB82462,mortgage,2015-04-12,2020-04-10,0,250000,146117.05,250,current,R,126
C0411,T01206,Bank_352,SUB43398,installment,2025-07-18,2029-07-17,0,12000,4527.39,100,current,R,3
C0411,T01207,Bank_713,SUB21093,installment,2015-01-17,,0,12000,1341.84,250,60_days_late,R,129
C0412,T01208,Bank_508,SUB29240,installment,2014-07-01,2015-07-01,0,18000,1218.3,0,current,R,135
C0412,T01209,Bank_117,SUB36755,revolving,2012-05-24,2014-05-24,5000,5000,3609.23,250,current,R,161
C0413,T01210,Bank_952,SUB97996,mortgage,2025-06-05,,0,450000,66194.75,750,current,R,4
C0413,T01211,Bank_156,SUB77972,installment,2022-05-06,2024-05-05,0,8000,2690.61,0,current,R,41
C0413,T01212,Bank_367,SUB83229,mortgage,2015-04-11,2016-04-10,0,450000,438116.91,100,current,R,126
C0413,T01213,Bank_104,SUB21164,mortgage,2022-03-19,,0,180000,115753.25,750,current,R,43
C0414,T01214,Bank_441,SUB72952,installment,2021-04-21,,0,22000,9078.93,0,current,R,54
C0414,T01215,Bank_223,SUB31412,revolving,2014-11-24,2017-11-23,5000,5000,1289.96,0,current,R,131
C0414,T01216,Bank_607,SUB35749,mortgage,2020-04-03,2024-04-02,0,320000,267649.09,100,current,R,66
C0415,T01217,Bank_250,SUB53715,installment,2015-02-16,,0,8000,1893.8,250,60_days_late,R,128
C0415,T01218,Bank_972,SUB50699,revolving,2012-10-07,2014-10-07,10000,10000,587.02,250,current,R,156
C0415,T01219,Bank_893,SUB39555,installment,2018-08-10,2019-08-10,0,22000,9548.04,750,current,R,86
C0415,T01220,Bank_744,SUB14471,installment,2020-02-01,2024-01-31,0,18000,1677.02,100,current,R,68
C0416,T01221,Bank_137,SUB89300,mortgage,2021-02-16,2023-02-16,0,320000,30501.99,250,60_days_late,R,56
C0416,T01222,Bank_955,SUB69230,installment,2012-09-26,2013-09-26,0,18000,9770.84,100,current,R,157
C0416,T01223,Bank_603,SUB71970,mortgage,2018-05-23,2022-05-22,0,320000,82854.82,750,current,R,89
C0416,T01224,Bank_118,SUB42590,revolving,2010-01-10,2012-01-10,30000,30000,9570.69,100,current,R,189
C0417,T01225,Bank_856,SUB15230,mortgage,2014-03-03,2015-03-03,0,250000,146255.92,250,current,R,139
C0417,T01226,Bank_646,SUB80842,mortgage,2017-09-12,,0,450000,304700.85,100,current,R,97
C0417,T01227,Bank_547,SUB88684,mortgage,2010-03-13,2015-03-12,0,320000,34214.82,0,current,R,187
C0417,T01228,Bank_970,SUB12708,revolving,2016-04-24,2020-04-23,2000,2000,146.55,750,current,R,114
C0418,T01229,Bank_795,SUB25398,mortgage,2011-07-16,2016-07-14,0,450000,437716.89,250,current,R,171
C0418,T01230,Bank_487,SUB23141,revolving,2012-09-27,2015-09-27,1000,1000,108.2,250,current,R,157
C0418,T01231,Bank_222,SUB24606,mortgage,2013-06-18,2016-06-17,0,180000,62854.89,250,current,R,148
C0418,T01232,Bank_587,SUB72574,mortgage,2022-01-10,,0,250000,40217.61,750,current,R,45
C0419,T01233,Bank_165,SUB47915,mortgage,2021-12-09,2022-12-09,0,250000,225448.13,100,current,R,46
C0419,T01234,Bank_517,SUB27336,installment,2022-12-03,2027-12-02,0,12000,6882.19,750,current,R,34
C0419,T01235,Bank_493,SUB19656,installment,2023-03-08,2028-03-06,0,8000,2950.16,0,current,R,31
C0420,T01236,Bank_932,SUB16793,installment,2019-01-05,2024-01-04,0,8000,1819.51,750,current,R,81
C0420,T01237,Bank_539,SUB44862,installment,2022-04-02,2024-04-01,0,8000,3009.01,100,current,R,42
C0420,T01238,Bank_858,SUB41097,revolving,2010-10-18,2011-10-18,20000,20000,1240.99,250,current,R,180
C0420,T01239,Bank_682,SUB71274,installment,2010-03-12,2015-03-11,0,18000,3091.62,750,current,R,187
