consumer_id,model,score,score_date,reason_text
C0230,FICO8,528,2025-10-05,Recent inquiry; utilization moderate
C0230,VantageScore4,722,2025-10-05,Low utilization; long history
C0231,FICO8,493,2025-10-05,Delinquencies in past 24 months
C0231,VantageScore4,748,2025-10-05,Recent inquiry; utilization moderate
C0232,FICO8,533,2025-10-05,Multiple inquiries; elevated balances
C0232,VantageScore4,796,2025-10-05,High utilization; short history
C0233,FICO8,523,2025-10-05,Delinquencies in past 24 months
C0233,VantageScore4,638,2025-10-05,Recent delinquency; new account
C0234,FICO8,606,2025-10-05,Multiple inquiries; elevated balances
C0234,VantageScore4,706,2025-10-05,High utilization; short history
C0235,FICO8,547,2025-10-05,High utilization; short history
C0235,VantageScore4,494,2025-10-05,Low utilization; long history
C0236,FICO8,662,2025-10-05,Short history; high utilization
C0236,VantageScore4,723,2025-10-05,Collections and recent delinquencies
C0237,FICO8,756,2025-10-05,Multiple inquiries; elevated balances
C0237,VantageScore4,760,2025-10-05,Collections and recent delinquencies
C0238,FICO8,549,2025-10-05,High utilization; short history
C0238,VantageScore4,782,2025-10-05,Collections and recent delinquencies
C0239,FICO8,768,2025-10-05,Delinquencies in past 24 months
C0239,VantageScore4,748,2025-10-05,Multiple inquiries; elevated balances
C0240,FICO8,657,2025-10-05,Collections and recent delinquencies
C0240,VantageScore4,756,2025-10-05,Recent delinquency; new account
C0241,FICO8,525,2025-10-05,Collections and recent delinquencies
C0241,VantageScore4,637,2025-10-05,Short history; high utilization
C0242,FICO8,691,2025-10-05,Multiple inquiries; elevated balances
C0242,VantageScore4,559,2025-10-05,Multiple inquiries; elevated balances
C0243,FICO8,485,2025-10-05,Low utilization; long history
C0243,VantageScore4,747,2025-10-05,High utilization; short history
C0244,FICO8,656,2025-10-05,Multiple inquiries; elevated balances
C0244,VantageScore4,720,2025-10-05,Low utilization; long history
C0245,FICO8,731,2025-10-05,Collections and recent delinquencies
C0245,VantageScore4,633,2025-10-05,Low utilization; long history
C0246,FICO8,700,2025-10-05,Multiple inquiries; elevated balances
C0246,VantageScore4,785,2025-10-05,Recent delinquency; new account
C0247,FICO8,483,2025-10-05,Short history; high utilization
C0247,VantageScore4,576,2025-10-05,Delinquencies in past 24 months
C0248,FICO8,767,2025-10-05,Delinquencies in past 24 months
C0248,VantageScore4,682,2025-10-05,Recent delinquency; new account
C0249,FICO8,563,2025-10-05,Delinquencies in past 24 months
C0249,VantageScore4,673,2025-10-05,Recent delinquency; new account
C0250,FICO8,614,2025-10-05,Recent inquiry; utilization moderate
C0250,VantageScore4,696,2025-10-05,Recent delinquency; new account
C0251,FICO8,744,2025-10-05,Multiple inquiries; elevated balances
C0251,VantageScore4,625,2025-10-05,Multiple inquiries; elevated balances
C0252,FICO8,691,2025-10-05,Recent delinquency; new account
C0252,VantageScore4,515,2025-10-05,High utilization; short history
C0253,FICO8,549,2025-10-05,Multiple inquiries; elevated balances
C0253,VantageScore4,536,2025-10-05,Collections and recent delinquencies
C0254,FICO8,796,2025-10-05,Collections and recent delinquencies
C0254,VantageScore4,619,2025-10-05,Collections and recent delinquencies
C0255,FICO8,576,2025-10-05,Short history; high utilization
C0255,VantageScore4,489,2025-10-05,High utilization; short history
C0256,FICO8,505,2025-10-05,Low utilization; long history
C0256,VantageScore4,575,2025-10-05,Recent inquiry; utilization moderate
C0257,FICO8,624,2025-10-05,Multiple inquiries; elevated balances
C0257,VantageScore4,544,2025-10-05,Collections and recent delinquencies
C0258,FICO8,484,2025-10-05,Recent delinquency; new account
C0258,VantageScore4,526,2025-10-05,High utilization; short history
C0259,FICO8,487,2025-10-05,Collections and recent delinquencies
C0259,VantageScore4,591,2025-10-05,Short history; high utilization
C0260,FICO8,695,2025-10-05,Multiple inquiries; elevated balances
C0260,VantageScore4,735,2025-10-05,Short history; high utilization
C0261,FICO8,717,2025-10-05,Low utilization; long history
C0261,VantageScore4,649,2025-10-05,Recent inquiry; utilization moderate
C0262,FICO8,554,2025-10-05,Low utilization; long history
C0262,VantageScore4,616,2025-10-05,Delinquencies in past 24 months
C0263,FICO8,516,2025-10-05,Collections and recent delinquencies
C0263,VantageScore4,572,2025-10-05,Recent delinquency; new account
C0264,FICO8,608,2025-10-05,Delinquencies in past 24 months
C0264,VantageScore4,486,2025-10-05,Recent inquiry; utilization moderate
C0265,FICO8,607,2025-10-05,Delinquencies in past 24 months
C0265,VantageScore4,706,2025-10-05,Recent delinquency; new account
C0266,FICO8,497,2025-10-05,Recent delinquency; new account
C0266,VantageScore4,715,2025-10-05,Recent inquiry; utilization moderate
C0267,FICO8,746,2025-10-05,Recent delinquency; new account
C0267,VantageScore4,722,2025-10-05,Delinquencies in past 24 months
C0268,FICO8,639,2025-10-05,Short history; high utilization
C0268,VantageScore4,561,2025-10-05,Low utilization; long history
C0269,FICO8,761,2025-10-05,Recent inquiry; utilization moderate
C0269,VantageScore4,609,2025-10-05,Collections and recent delinquencies
C0270,FICO8,632,2025-10-05,Recent delinquency; new account
C0270,VantageScore4,664,2025-10-05,Low utilization; long history
C0271,FICO8,591,2025-10-05,Recent inquiry; utilization moderate
C0271,VantageScore4,600,2025-10-05,Delinquencies in past 24 months
C0272,FICO8,646,2025-10-05,Low utilization; long history
C0272,VantageScore4,565,2025-10-05,Multiple inquiries; elevated balances
C0273,FICO8,779,2025-10-05,Recent inquiry; utilization moderate
C0273,VantageScore4,682,2025-10-05,Recent delinquency; new account
C0274,FICO8,484,2025-10-05,Low utilization; long history
C0274,VantageScore4,777,2025-10-05,Collections and recent delinquencies
C0275,FICO8,785,2025-10-05,High utilization; short history
C0275,VantageScore4,670,2025-10-05,Recent inquiry; utilization moderate
C0276,FICO8,607,2025-10-05,High utilization; short history
C0276,VantageScore4,735,2025-10-05,Recent inquiry; utilization moderate
C0277,FICO8,796,2025-10-05,Short history; high utilization
C0277,VantageScore4,800,2025-10-05,Low utilization; long history
C0278,FICO8,510,2025-10-05,Short history; high utilization
C0278,VantageScore4,558,2025-10-05,Recent inquiry; utilization moderate
C0279,FICO8,544,2025-10-05,Collections and recent delinquencies
C0279,VantageScore4,599,2025-10-05,Short history; high utilization
C0280,FICO8,765,2025-10-05,Short history; high utilization
C0280,VantageScore4,704,2025-10-05,Recent delinquency; new account
C0281,FICO8,490,2025-10-05,Delinquencies in past 24 months
C0281,VantageScore4,663,2025-10-05,High utilization; short history
C0282,FICO8,608,2025-10-05,Low utilization; long history
C0282,VantageScore4,728,2025-10-05,Collections and recent delinquencies
C0283,FICO8,766,2025-10-05,Multiple inquiries; elevated balances
C0283,VantageScore4,757,2025-10-05,Collections and recent delinquencies
C0284,FICO8,577,2025-10-05,High utilization; short history
C0284,VantageScore4,758,2025-10-05,Short history; high utilization
C0285,FICO8,645,2025-10-05,Collections and recent delinquencies
C0285,VantageScore4,620,2025-10-05,High utilization; short history
C0286,FICO8,515,2025-10-05,High utilization; short history
C0286,VantageScore4,710,2025-10-05,Multiple inquiries; elevated balances
C0287,FICO8,614,2025-10-05,Short history; high utilization
C0287,VantageScore4,712,2025-10-05,Low utilization; long history
C0288,FICO8,739,2025-10-05,Delinquencies in past 24 months
C0288,VantageScore4,574,2025-10-05,Low utilization; long history
C0289,FICO8,797,2025-10-05,Short history; high utilization
C0289,VantageScore4,797,2025-10-05,Recent delinquency; new account
C0290,FICO8,644,2025-10-05,Recent inquiry; utilization moderate
C0290,VantageScore4,755,2025-10-05,Delinquencies in past 24 months
C0291,FICO8,577,2025-10-05,Collections and recent delinquencies
C0291,VantageScore4,762,2025-10-05,High utilization; short history
C0292,FICO8,793,2025-10-05,Multiple inquiries; elevated balances
C0292,VantageScore4,645,2025-10-05,Delinquencies in past 24 months
C0293,FICO8,644,2025-10-05,Recent inquiry; utilization moderate
C0293,VantageScore4,529,2025-10-05,Recent inquiry; utilization moderate
C0294,FICO8,502,2025-10-05,High utilization; short history
C0294,VantageScore4,571,2025-10-05,Low utilization; long history
C0295,FICO8,583,2025-10-05,Recent inquiry; utilization moderate
C0295,VantageScore4,728,2025-10-05,Recent delinquency; new account
C0296,FICO8,530,2025-10-05,Low utilization; long history
C0296,VantageScore4,772,2025-10-05,Delinquencies in past 24 months
C0297,FICO8,730,2025-10-05,Multiple inquiries; elevated balances
C0297,VantageScore4,505,2025-10-05,Short history; high utilization
C0298,FICO8,593,2025-10-05,Recent inquiry; utilization moderate
C0298,VantageScore4,486,2025-10-05,Recent delinquency; new account
C0299,FICO8,731,2025-10-05,Recent inquiry; utilization moderate
C0299,VantageScore4,719,2025-10-05,Low utilization; long history
C0300,FICO8,664,2025-10-05,Delinquencies in past 24 months
C0300,VantageScore4,668,2025-10-05,Low utilization; long history
C0301,FICO8,795,2025-10-05,Multiple inquiries; elevated balances
C0301,VantageScore4,750,2025-10-05,Low utilization; long history
C0302,FICO8,516,2025-10-05,Multiple inquiries; elevated balances
C0302,VantageScore4,519,2025-10-05,Recent delinquency; new account
C0303,FICO8,745,2025-10-05,Recent inquiry; utilization moderate
C0303,VantageScore4,531,2025-10-05,Recent delinquency; new account
C0304,FICO8,752,2025-10-05,Delinquencies in past 24 months
C0304,VantageScore4,577,2025-10-05,Recent delinquency; new account
C0305,FICO8,749,2025-10-05,Recent delinquency; new account
C0305,VantageScore4,771,2025-10-05,High utilization; short history
C0306,FICO8,765,2025-10-05,Delinquencies in past 24 months
C0306,VantageScore4,534,2025-10-05,Short history; high utilization
C0307,FICO8,714,2025-10-05,Delinquencies in past 24 months
C0307,VantageScore4,533,2025-10-05,High utilization; short history
C0308,FICO8,572,2025-10-05,Delinquencies in past 24 months
C0308,VantageScore4,738,2025-10-05,Short history; high utilization
C0309,FICO8,560,2025-10-05,Collections and recent delinquencies
C0309,VantageScore4,660,2025-10-05,Short history; high utilization
C0310,FICO8,761,2025-10-05,Short history; high utilization
C0310,VantageScore4,670,2025-10-05,Delinquencies in past 24 months
C0311,FICO8,700,2025-10-05,Short history; high utilization
C0311,VantageScore4,791,2025-10-05,Recent delinquency; new account
C0312,FICO8,768,2025-10-05,Recent delinquency; new account
C0312,VantageScore4,672,2025-10-05,Multiple inquiries; elevated balances
C0313,FICO8,664,2025-10-05,Collections and recent delinquencies
C0313,VantageScore4,709,2025-10-05,Delinquencies in past 24 months
C0314,FICO8,480,2025-10-05,Low utilization; long history
C0314,VantageScore4,625,2025-10-05,Low utilization; long history
C0315,FICO8,745,2025-10-05,High utilization; short history
C0315,VantageScore4,634,2025-10-05,Low utilization; long history
C0316,FICO8,633,2025-10-05,Recent delinquency; new account
C0316,VantageScore4,589,2025-10-05,Short history; high utilization
C0317,FICO8,491,2025-10-05,Multiple inquiries; elevated balances
C0317,VantageScore4,763,2025-10-05,High utilization; short history
C0318,FICO8,528,2025-10-05,Low utilization; long history
C0318,VantageScore4,715,2025-10-05,Short history; high utilization
C0319,FICO8,559,2025-10-05,High utilization; short history
C0319,VantageScore4,615,2025-10-05,Short history; high utilization
C0320,FICO8,778,2025-10-05,Recent delinquency; new account
C0320,VantageScore4,599,2025-10-05,Multiple inquiries; elevated balances
C0321,FICO8,633,2025-10-05,Recent inquiry; utilization moderate
C0321,VantageScore4,772,2025-10-05,Delinquencies in past 24 months
C0322,FICO8,771,2025-10-05,Recent delinquency; new account
C0322,VantageScore4,519,2025-10-05,Short history; high utilization
C0323,FICO8,727,2025-10-05,High utilization; short history
C0323,VantageScore4,729,2025-10-05,Recent inquiry; utilization moderate
C0324,FICO8,784,2025-10-05,Multiple inquiries; elevated balances
C0324,VantageScore4,499,2025-10-05,Delinquencies in past 24 months
C0325,FICO8,520,2025-10-05,Low utilization; long history
C0325,VantageScore4,651,2025-10-05,Short history; high utilization
C0326,FICO8,702,2025-10-05,Delinquencies in past 24 months
C0326,VantageScore4,541,2025-10-05,Recent delinquency; new account
C0327,FICO8,788,2025-10-05,Low utilization; long history
C0327,VantageScore4,675,2025-10-05,Low utilization; long history
C0328,FICO8,636,2025-10-05,Low utilization; long history
C0328,VantageScore4,643,2025-10-05,High utilization; short history
C0329,FICO8,647,2025-10-05,Recent delinquency; new account
C0329,VantageScore4,558,2025-10-05,Low utilization; long history
C0330,FICO8,681,2025-10-05,Collections and recent delinquencies
C0330,VantageScore4,784,2025-10-05,Recent inquiry; utilization moderate
C0331,FICO8,593,2025-10-05,Delinquencies in past 24 months
C0331,VantageScore4,628,2025-10-05,Delinquencies in past 24 months
C0332,FICO8,555,2025-10-05,High utilization; short history
C0332,VantageScore4,652,2025-10-05,Recent inquiry; utilization moderate
C0333,FICO8,723,2025-10-05,Low utilization; long history
C0333,VantageScore4,760,2025-10-05,Delinquencies in past 24 months
C0334,FICO8,614,2025-10-05,Recent inquiry; utilization moderate
C0334,VantageScore4,684,2025-10-05,Delinquencies in past 24 months
C0335,FICO8,546,2025-10-05,High utilization; short history
C0335,VantageScore4,726,2025-10-05,Recent delinquency; new account
C0336,FICO8,729,2025-10-05,Delinquencies in past 24 months
C0336,VantageScore4,772,2025-10-05,Recent delinquency; new account
C0337,FICO8,767,2025-10-05,Recent delinquency; new account
C0337,VantageScore4,604,2025-10-05,Recent inquiry; utilization moderate
C0338,FICO8,616,2025-10-05,Delinquencies in past 24 months
C0338,VantageScore4,645,2025-10-05,Recent inquiry; utilization moderate
C0339,FICO8,537,2025-10-05,Delinquencies in past 24 months
C0339,VantageScore4,696,2025-10-05,Short history; high utilization
C0340,FICO8,658,2025-10-05,Recent delinquency; new account
C0340,VantageScore4,644,2025-10-05,Short history; high utilization
C0341,FICO8,784,2025-10-05,Low utilization; long history
C0341,VantageScore4,636,2025-10-05,High utilization; short history
C0342,FICO8,659,2025-10-05,Collections and recent delinquencies
C0342,VantageScore4,799,2025-10-05,High utilization; short history
C0343,FICO8,705,2025-10-05,Low utilization; long history
C0343,VantageScore4,599,2025-10-05,Recent delinquency; new account
C0344,FICO8,671,2025-10-05,High utilization; short history
C0344,VantageScore4,523,2025-10-05,Recent inquiry; utilization moderate
C0345,FICO8,507,2025-10-05,Recent delinquency; new account
C0345,VantageScore4,797,2025-10-05,High utilization; short history
C0346,FICO8,627,2025-10-05,Low utilization; long history
C0346,VantageScore4,655,2025-10-05,Recent inquiry; utilization moderate
C0347,FICO8,636,2025-10-05,Collections and recent delinquencies
C0347,VantageScore4,721,2025-10-05,Low utilization; long history
C0348,FICO8,649,2025-10-05,Recent delinquency; new account
C0348,VantageScore4,755,2025-10-05,Recent delinquency; new account
C0349,FICO8,584,2025-10-05,Multiple inquiries; elevated balances
C0349,VantageScore4,760,2025-10-05,Collections and recent delinquencies
C0350,FICO8,798,2025-10-05,High utilization; short history
C0350,VantageScore4,489,2025-10-05,Delinquencies in past 24 months
C0351,FICO8,778,2025-10-05,Low utilization; long history
C0351,VantageScore4,610,2025-10-05,High utilization; short history
C0352,FICO8,510,2025-10-05,Multiple inquiries; elevated balances
C0352,VantageScore4,582,2025-10-05,Multiple inquiries; elevated balances
C0353,FICO8,507,2025-10-05,Collections and recent delinquencies
C0353,VantageScore4,484,2025-10-05,Recent inquiry; utilization moderate
C0354,FICO8,678,2025-10-05,Multiple inquiries; elevated balances
C0354,VantageScore4,664,2025-10-05,Recent inquiry; utilization moderate
C0355,FICO8,489,2025-10-05,Multiple inquiries; elevated balances
C0355,VantageScore4,677,2025-10-05,Recent delinquency; new account
C0356,FICO8,674,2025-10-05,Recent inquiry; utilization moderate
C0356,VantageScore4,641,2025-10-05,Collections and recent delinquencies
C0357,FICO8,785,2025-10-05,Recent inquiry; utilization moderate
C0357,VantageScore4,575,2025-10-05,Recent delinquency; new account
C0358,FICO8,736,2025-10-05,Collections and recent delinquencies
C0358,VantageScore4,767,2025-10-05,Low utilization; long history
C0359,FICO8,500,2025-10-05,Recent delinquency; new account
C0359,VantageScore4,751,2025-10-05,Multiple inquiries; elevated balances
C0360,FICO8,650,2025-10-05,Collections and recent delinquencies
C0360,VantageScore4,681,2025-10-05,High utilization; short history
C0361,FICO8,489,2025-10-05,Short history; high utilization
C0361,VantageScore4,660,2025-10-05,Short history; high utilization
C0362,FICO8,800,2025-10-05,Multiple inquiries; elevated balances
C0362,VantageScore4,600,2025-10-05,Multiple inquiries; elevated balances
C0363,FICO8,511,2025-10-05,Multiple inquiries; elevated balances
C0363,VantageScore4,678,2025-10-05,Low utilization; long history
C0364,FICO8,764,2025-10-05,Multiple inquiries; elevated balances
C0364,VantageScore4,595,2025-10-05,High utilization; short history
C0365,FICO8,654,2025-10-05,Delinquencies in past 24 months
C0365,VantageScore4,550,2025-10-05,Recent inquiry; utilization moderate
C0366,FICO8,675,2025-10-05,Recent delinquency; new account
C0366,VantageScore4,693,2025-10-05,Recent delinquency; new account
C0367,FICO8,773,2025-10-05,High utilization; short history
C0367,VantageScore4,698,2025-10-05,Multiple inquiries; elevated balances
C0368,FICO8,789,2025-10-05,Short history; high utilization
C0368,VantageScore4,709,2025-10-05,High utilization; short history
C0369,FICO8,585,2025-10-05,High utilization; short history
C0369,VantageScore4,777,2025-10-05,Recent delinquency; new account
C0370,FICO8,550,2025-10-05,Multiple inquiries; elevated balances
C0370,VantageScore4,748,2025-10-05,High utilization; short history
C0371,FICO8,700,2025-10-05,High utilization; short history
C0371,VantageScore4,769,2025-10-05,High utilization; short history
C0372,FICO8,642,2025-10-05,Recent inquiry; utilization moderate
C0372,VantageScore4,765,2025-10-05,Recent inquiry; utilization moderate
C0373,FICO8,574,2025-10-05,Short history; high utilization
C0373,VantageScore4,554,2025-10-05,Low utilization; long history
C0374,FICO8,643,2025-10-05,Delinquencies in past 24 months
C0374,VantageScore4,690,2025-10-05,Multiple inquiries; elevated balances
C0375,FICO8,706,2025-10-05,Multiple inquiries; elevated balances
C0375,VantageScore4,557,2025-10-05,Recent delinquency; new account
C0376,FICO8,534,2025-10-05,High utilization; short history
C0376,VantageScore4,574,2025-10-05,Low utilization; long history
C0377,FICO8,793,2025-10-05,Multiple inquiries; elevated balances
C0377,VantageScore4,790,2025-10-05,Recent delinquency; new account
C0378,FICO8,785,2025-10-05,Recent delinquency; new account
C0378,VantageScore4,598,2025-10-05,Low utilization; long history
C0379,FICO8,663,2025-10-05,Recent inquiry; utilization moderate
C0379,VantageScore4,724,2025-10-05,High utilization; short history
C0380,FICO8,737,2025-10-05,Collections and recent delinquencies
C0380,VantageScore4,671,2025-10-05,High utilization; short history
C0381,FICO8,678,2025-10-05,Collections and recent delinquencies
C0381,VantageScore4,722,2025-10-05,High utilization; short history
C0382,FICO8,563,2025-10-05,Recent delinquency; new account
C0382,VantageScore4,595,2025-10-05,Low utilization; long history
C0383,FICO8,689,2025-10-05,Low utilization; long history
C0383,VantageScore4,618,2025-10-05,Delinquencies in past 24 months
C0384,FICO8,593,2025-10-05,Recent delinquency; new account
C0384,VantageScore4,584,2025-10-05,Recent inquiry; utilization moderate
C0385,FICO8,570,2025-10-05,Collections and recent delinquencies
C0385,VantageScore4,795,2025-10-05,Collections and recent delinquencies
C0386,FICO8,646,2025-10-05,Collections and recent delinquencies
C0386,VantageScore4,606,2025-10-05,Delinquencies in past 24 months
C0387,FICO8,687,2025-10-05,Low utilization; long history
C0387,VantageScore4,791,2025-10-05,Delinquencies in past 24 months
C0388,FICO8,640,2025-10-05,Delinquencies in past 24 months
C0388,VantageScore4,793,2025-10-05,Low utilization; long history
C0389,FICO8,746,2025-10-05,Recent inquiry; utilization moderate
C0389,VantageScore4,711,2025-10-05,Collections and recent delinquencies
C0390,FICO8,501,2025-10-05,Recent delinquency; new account
C0390,VantageScore4,745,2025-10-05,Delinquencies in past 24 months
C0391,FICO8,500,2025-10-05,Delinquencies in past 24 months
C0391,VantageScore4,744,2025-10-05,Low utilization; long history
C0392,FICO8,577,2025-10-05,Multiple inquiries; elevated balances
C0392,VantageScore4,705,2025-10-05,Delinquencies in past 24 months
C0393,FICO8,635,2025-10-05,Multiple inquiries; elevated balances
C0393,VantageScore4,716,2025-10-05,High utilization; short history
C0394,FICO8,696,2025-10-05,Multiple inquiries; elevated balances
C0394,VantageScore4,793,2025-10-05,Low utilization; long history
C0395,FICO8,744,2025-10-05,High utilization; short history
C0395,VantageScore4,717,2025-10-05,Collections and recent delinquencies
C0396,FICO8,526,2025-10-05,Recent inquiry; utilization moderate
C0396,VantageScore4,572,2025-10-05,High utilization; short history
C0397,FICO8,681,2025-10-05,Delinquencies in past 24 months
C0397,VantageScore4,645,2025-10-05,Collections and recent delinquencies
C0398,FICO8,492,2025-10-05,High utilization; short history
C0398,VantageScore4,712,2025-10-05,Recent delinquency; new account
C0399,FICO8,712,2025-10-05,Recent inquiry; utilization moderate
C0399,VantageScore4,608,2025-10-05,Short history; high utilization
C0400,FICO8,563,2025-10-05,Recent inquiry; utilization moderate
C0400,VantageScore4,526,2025-10-05,Recent inquiry; utilization moderate
C0401,FICO8,710,2025-10-05,Short history; high utilization
C0401,VantageScore4,523,2025-10-05,Delinquencies in past 24 months
C0402,FICO8,741,2025-10-05,High utilization; short history
C0402,VantageScore4,673,2025-10-05,Delinquencies in past 24 months
C0403,FICO8,502,2025-10-05,High utilization; short history
C0403,VantageScore4,651,2025-10-05,High utilization; short history
C0404,FICO8,563,2025-10-05,High utilization; short history
C0404,VantageScore4,571,2025-10-05,Low utilization; long history
C0405,FICO8,694,2025-10-05,Multiple inquiries; elevated balances
C0405,VantageScore4,638,2025-10-05,Collections and recent delinquencies
C0406,FICO8,627,2025-10-05,High utilization; short history
C0406,VantageScore4,540,2025-10-05,High utilization; short history
C0407,FICO8,583,2025-10-05,Low utilization; long history
C0407,VantageScore4,798,2025-10-05,Multiple inquiries; elevated balances
C0408,FICO8,486,2025-10-05,Collections and recent delinquencies
C0408,VantageScore4,734,2025-10-05,Collections and recent delinquencies
C0409,FICO8,758,2025-10-05,Low utilization; long history
C0409,VantageScore4,791,2025-10-05,Collections and recent delinquencies
C0410,FICO8,601,2025-10-05,Recent delinquency; new account
C0410,VantageScore4,781,2025-10-05,Collections and recent delinquencies
C0411,FICO8,712,2025-10-05,Delinquencies in past 24 months
C0411,VantageScore4,706,2025-10-05,Recent inquiry; utilization moderate
C0412,FICO8,787,2025-10-05,Low utilization; long history
C0412,VantageScore4,605,2025-10-05,Multiple inquiries; elevated balances
C0413,FICO8,797,2025-10-05,Recent delinquency; new account
C0413,VantageScore4,505,2025-10-05,High utilization; short history
C0414,FICO8,555,2025-10-05,Low utilization; long history
C0414,VantageScore4,658,2025-10-05,Low utilization; long history
C0415,FICO8,554,2025-10-05,Low utilization; long history
C0415,VantageScore4,775,2025-10-05,Multiple inquiries; elevated balances
C0416,FICO8,649,2025-10-05,Recent inquiry; utilization moderate
C0416,VantageScore4,505,2025-10-05,Recent inquiry; utilization moderate
C0417,FICO8,693,2025-10-05,High utilization; short history
C0417,VantageScore4,562,2025-10-05,Multiple inquiries; elevated balances
C0418,FICO8,792,2025-10-05,High utilization; short history
C0418,VantageScore4,713,2025-10-05,Short history; high utilization
C0419,FICO8,498,2025-10-05,Recent inquiry; utilization moderate
C0419,VantageScore4,633,2025-10-05,Short history; high utilization
C0420,FICO8,668,2025-10-05,Delinquencies in past 24 months
C0420,VantageScore4,514,2025-10-05,Delinquencies in past 24 months
C0421,FICO8,761,2025-10-05,Recent inquiry; utilization moderate
C0421,VantageScore4,629,2025-10-05,Collections and recent delinquencies
C0422,FICO8,548,2025-10-05,Recent inquiry; utilization moderate
C0422,VantageScore4,620,2025-10-05,Short history; high utilization
C0423,FICO8,749,2025-10-05,Delinquencies in past 24 months
C0423,VantageScore4,748,2025-10-05,Recent delinquency; new account
C0424,FICO8,587,2025-10-05,Low utilization; long history
C0424,VantageScore4,535,2025-10-05,Recent inquiry; utilization moderate
C0425,FICO8,727,2025-10-05,Multiple inquiries; elevated balances
C0425,VantageScore4,698,2025-10-05,Short history; high utilization
C0426,FICO8,612,2025-10-05,Short history; high utilization
C0426,VantageScore4,546,2025-10-05,Collections and recent delinquencies
C0427,FICO8,746,2025-10-05,Collections and recent delinquencies
C0427,VantageScore4,732,2025-10-05,High utilization; short history
C0428,FICO8,792,2025-10-05,Recent delinquency; new account
C0428,VantageScore4,628,2025-10-05,Recent delinquency; new account
C0429,FICO8,480,2025-10-05,Recent inquiry; utilization moderate
C0429,VantageScore4,492,2025-10-05,Collections and recent delinquencies
C0430,FICO8,800,2025-10-05,Recent inquiry; utilization moderate
C0430,VantageScore4,586,2025-10-05,Delinquencies in past 24 months
C0431,FICO8,691,2025-10-05,Low utilization; long history
C0431,VantageScore4,650,2025-10-05,Short history; high utilization
C0432,FICO8,766,2025-10-05,Recent delinquency; new account
C0432,VantageScore4,485,2025-10-05,Recent delinquency; new account
C0433,FICO8,624,2025-10-05,Multiple inquiries; elevated balances
C0433,VantageScore4,514,2025-10-05,Multiple inquiries; elevated balances
C0434,FICO8,633,2025-10-05,Short history; high utilization
C0434,VantageScore4,483,2025-10-05,Recent inquiry; utilization moderate
C0435,FICO8,650,2025-10-05,Short history; high utilization
C0435,VantageScore4,682,2025-10-05,Low utilization; long history
C0436,FICO8,569,2025-10-05,Recent delinquency; new account
C0436,VantageScore4,649,2025-10-05,Short history; high utilization
C0437,FICO8,725,2025-10-05,Collections and recent delinquencies
C0437,VantageScore4,498,2025-10-05,High utilization; short history
C0438,FICO8,726,2025-10-05,High utilization; short history
C0438,VantageScore4,715,2025-10-05,Short history; high utilization
C0439,FICO8,716,2025-10-05,Delinquencies in past 24 months
C0439,VantageScore4,508,2025-10-05,Multiple inquiries; elevated balances
C0440,FICO8,769,2025-10-05,Short history; high utilization
C0440,VantageScore4,764,2025-10-05,Low utilization; long history
C0441,FICO8,586,2025-10-05,Short history; high utilization
C0441,VantageScore4,661,2025-10-05,Recent inquiry; utilization moderate
C0442,FICO8,556,2025-10-05,Multiple inquiries; elevated balances
C0442,VantageScore4,495,2025-10-05,Short history; high utilization
C0443,FICO8,672,2025-10-05,High utilization; short history
C0443,VantageScore4,772,2025-10-05,Delinquencies in past 24 months
C0444,FICO8,575,2025-10-05,Recent inquiry; utilization moderate
C0444,VantageScore4,637,2025-10-05,Short history; high utilization
C0445,FICO8,496,2025-10-05,Multiple inquiries; elevated balances
C0445,VantageScore4,691,2025-10-05,Recent inquiry; utilization moderate
C0446,FICO8,734,2025-10-05,Recent delinquency; new account
C0446,VantageScore4,670,2025-10-05,Collections and recent delinquencies
C0447,FICO8,634,2025-10-05,Recent delinquency; new account
C0447,VantageScore4,748,2025-10-05,Multiple inquiries; elevated balances
C0448,FICO8,569,2025-10-05,Recent inquiry; utilization moderate
C0448,VantageScore4,671,2025-10-05,Low utilization; long history
C0449,FICO8,583,2025-10-05,Recent inquiry; utilization moderate
C0449,VantageScore4,707,2025-10-05,Low utilization; long history
C0450,FICO8,727,2025-10-05,High utilization; short history
C0450,VantageScore4,577,2025-10-05,Short history; high utilization
C0451,FICO8,727,2025-10-05,Multiple inquiries; elevated balances
C0451,VantageScore4,647,2025-10-05,High utilization; short history
C0452,FICO8,530,2025-10-05,High utilization; short history
C0452,VantageScore4,585,2025-10-05,Low utilization; long history
C0453,FICO8,715,2025-10-05,Delinquencies in past 24 months
C0453,VantageScore4,747,2025-10-05,Recent inquiry; utilization moderate
C0454,FICO8,482,2025-10-05,Multiple inquiries; elevated balances
C0454,VantageScore4,502,2025-10-05,Recent inquiry; utilization moderate
C0455,FICO8,650,2025-10-05,Collections and recent delinquencies
C0455,VantageScore4,503,2025-10-05,Recent inquiry; utilization moderate
C0456,FICO8,746,2025-10-05,Multiple inquiries; elevated balances
C0456,VantageScore4,491,2025-10-05,Multiple inquiries; elevated balances
C0457,FICO8,587,2025-10-05,Short history; high utilization
C0457,VantageScore4,582,2025-10-05,Recent delinquency; new account
C0458,FICO8,626,2025-10-05,Multiple inquiries; elevated balances
C0458,VantageScore4,752,2025-10-05,Short history; high utilization
